key,op,size,op_count,key_size
1665820089,SET,99,1,59
1665820089,GET,0,1,59
1666022485,GET,186,1,69
1666786319,GET,119,1,78
1666821166,GET,0,1,101
1665552928,GET,90,2,34
1665552935,GET,129,4,70
1666822566,SET,139,1,50
1666822566,GET,0,1,50
1666822566,SET,139,1,50
1666822566,GET,0,1,50
1666822610,GET,0,1,48
1666200747,GET,120,1,60
1665542375,GET,112,1,59
1665614046,GET,430,3,78
1665548603,GET,108,9,55
1665548601,GET,187,7,78
1666822876,GET,106,1,66
1665548596,GET,113,2,73
1665558677,GET,136,1,75
1665552721,GET,156,9,106
1666822970,GET,398,2,72
1665552709,GET,137,1,27
1666817003,GET,133,1,83
1665544142,GET,468,1,72
1666824009,SET,157,1,63
1666824009,GET,0,1,63
1666824021,SET,118,1,60
1666824021,GET,0,1,60
1665544107,SET,107,1,67
1665544107,GET,0,1,67
1665544007,GET,286,1,71
1666825219,GET,151,1,78
1666825297,GET,135,1,58
1665609310,GET,119,1,78
1665555304,GET,122,1,82
1666828344,GET,113,1,72
1666828598,GET,0,1,54
1665717732,GET,278,1,67
1665549977,GET,213,2,25
1665997530,GET,430,1,78
1666828762,GET,126,1,27
1666828793,SET,283,1,44
1666828793,GET,0,1,44
1666828728,GET,113,1,72
1665825614,SET,114,1,74
1665825614,GET,0,1,74
1665543701,GET,334,1,44
1665825614,GET,114,1,74
1665825614,GET,114,1,74
1665825614,GET,114,1,74
1665781192,GET,98,9,58
1665541735,GET,277,1,66
1666833089,SET,90,1,45
1666629045,GET,104,1,64
1666833125,GET,99,1,59
1665717632,GET,160,7,78
1666224975,GET,208,1,90
1665547451,GET,106,1,66
1666833289,SET,116,1,61
1666833289,GET,0,1,61
1666833222,GET,110,1,70
1665547424,GET,4340,17,101
1665545387,GET,153,3,80
1665545396,GET,0,4,39
1666834313,GET,86,1,21
1665543067,GET,129,2,70
1665613008,GET,0,1,39
1666837579,GET,155,1,61
1665546310,GET,1231,1,54
1665546293,GET,1221,1,102
1665546216,GET,91,4,24
1665716083,GET,137,1,76
1666837709,GET,2070,1,71
1665551718,GET,200,1,72
1665519172,GET,108,1,25
1665519046,GET,127,2,86
1665519052,GET,136,12,49
1666736718,GET,100,1,44
1665857656,GET,229,1,64
1665503622,GET,1038,1,76
1666838790,SET,202,13,60
1666838790,GET,0,1,60
1666838790,SET,202,13,60
1666838790,GET,0,1,60
1665503622,GET,1038,2,76
1666841062,GET,113,1,72
1665621625,GET,101,1,52
1665560946,GET,0,1,24
1666841062,GET,113,1,72
1666842177,GET,162,1,80
1665551915,GET,152,6,79
1665551915,GET,152,2,79
1666842523,SET,166,1,72
1666842523,GET,0,1,72
1666842565,SET,105,1,65
1666842565,GET,0,1,65
1665552529,GET,951,1,70
1665563791,GET,169,3,69
1665548981,GET,112,6,23
1665561344,SET,104,1,61
1665548991,GET,72,2,30
1665561190,GET,98,4,41
1666843236,SET,166,1,72
1665552087,GET,0,1,39
1665566226,GET,172,1,46
1665556485,GET,81,1,39
1665556529,GET,757,1,39
1666845817,GET,496,2,80
1665552291,GET,125,5,85
1666845849,SET,76,1,30
1666845849,GET,0,1,30
1665559501,GET,133,1,83
1665552291,GET,125,7,85
1665552291,GET,125,6,85
1665620518,GET,84,1,44
1666848577,SET,92,1,50
1666848577,GET,0,1,50
1666848628,SET,113,1,73
1666848628,GET,0,1,73
1666848681,GET,0,1,60
1665881669,SET,76,1,34
1665881669,GET,0,1,34
1665560683,GET,88,4,48
1665559090,GET,171,1,73
1665559079,GET,110,3,57
1666850138,GET,171,1,77
1666851051,SET,122,1,82
1666851051,GET,0,1,82
1665558438,GET,83,3,41
1665558401,GET,211,1,77
1665564074,GET,129,3,89
1666862691,GET,0,2,121
1665564009,GET,2006,1,50
1665564000,GET,498,2,76
1666862738,SET,76,1,34
1666862738,GET,0,1,34
1665564000,GET,498,2,76
1665564054,GET,98,4,41
1666862957,GET,79,1,37
1665798483,SET,177,1,46
1665798483,GET,0,1,46
1665562598,GET,183,1,92
1666862976,GET,0,1,39
1665564348,GET,181,2,90
1666864347,SET,121,1,44
1666864347,GET,0,1,44
1665565033,GET,550,2,65
1665565003,GET,0,1,40
1665565009,GET,6040,38,101
1666865524,SET,96,1,32
1666865524,GET,0,1,32
1666865733,GET,111,1,60
1666865774,SET,110,1,38
1666865774,GET,0,1,38
1666865774,SET,110,1,38
1666865774,GET,0,1,38
1666866955,SET,112,1,72
1666866955,GET,0,1,72
1665565279,GET,154,4,61
1665565276,GET,117,1,77
1666429115,GET,97,1,27
1666867066,GET,120,1,80
1665567054,GET,56,30,14
1666351598,GET,51330,1,83
1665613426,SET,103,1,63
1665613426,GET,0,1,63
1666867051,GET,97,1,27
1665613311,GET,0,1,61
1665567054,GET,56,30,14
1666867916,GET,113,2,72
1665802453,GET,131,1,72
1665571293,GET,99,2,59
1665629072,SET,79,1,37
1665629072,GET,0,1,37
1665569682,GET,180,1,89
1665492385,GET,130,3,89
1666868375,GET,0,1,59
1665567668,GET,184,5,93
1665613996,GET,123,1,27
1665567661,GET,131,7,90
1665799813,GET,187,1,72
1666868484,GET,260,1,72
1665567667,GET,184,5,93
1666868558,GET,0,1,60
1665567670,GET,75,4,33
1665566360,GET,180,1,89
1665566321,GET,75,2,33
1666868620,GET,133,5,92
1665625412,GET,191,1,72
1665568532,GET,111,1,58
1665567865,GET,8155,1,101
1665724418,GET,500,1,78
1665567955,GET,328,4,93
1665567955,GET,328,4,93
1666869207,GET,69,1,27
1666869808,SET,95,1,50
1666869808,GET,0,1,50
1666869813,SET,157,1,63
1665567514,GET,153,3,80
1665615981,GET,153,1,80
1665567428,GET,185,1,47
1666869936,GET,171,1,73
1666869940,GET,133,1,92
1666869936,SET,171,1,73
1666869936,GET,0,1,73
1666869936,SET,171,1,73
1666869936,GET,0,1,73
1666869936,SET,171,1,73
1666869936,GET,0,1,73
1666870126,GET,157,1,63
1666870215,GET,142,1,92
1665626056,GET,93,4,53
1665626056,GET,93,4,53
1666870307,GET,251,4,50
1666870326,SET,89,1,46
1665568302,GET,109,4,69
1665571748,GET,181,2,65
1665615071,GET,1334,1,52
1666872769,SET,119,1,74
1666872769,GET,0,1,74
1665572777,GET,99,1,58
1666872694,GET,109,1,69
1666872885,GET,168,1,74
1666872886,SET,422,1,120
1666872886,GET,0,1,120
1666872912,DELETE,0,1,44
1665570051,GET,97,1,57
1666872936,GET,124,1,83
1665571652,GET,103,1,59
1665571568,GET,111,3,69
1665617749,GET,181,1,78
1665568908,GET,112,24,66
1665568908,GET,112,25,66
1665568905,GET,178,1,41
1665568908,GET,112,21,66
1666874441,GET,137,1,50
1665570678,GET,422,9,79
1665570678,GET,422,11,79
1665575131,GET,107,7,49
1665575192,GET,190,1,75
1665575192,GET,190,3,75
1665572467,GET,125,1,85
1665629824,GET,197,2,40
1665573701,SET,66,1,24
1665573701,GET,0,1,24
1665573590,GET,121,7,81
1665925042,GET,111,1,71
1665573128,GET,1072,1,76
1666876754,SET,274,1,21
1666876941,GET,100,12,60
1665569496,GET,66,1,24
1665615174,GET,91,1,51
1665569439,GET,124,7,84
1665615151,GET,122,1,61
1665569439,GET,124,5,84
1666877272,GET,120,1,80
1665570915,GET,427,1,75
1666686828,GET,390,1,92
1666686827,GET,101,1,61
1666686801,GET,3640,1,61
1665695649,GET,131,1,65
1665447521,GET,109,3,69
1665447521,GET,109,1,69
1665447472,GET,153,1,91
1665446758,GET,65,1,23
1665446721,GET,963,1,59
1666687026,GET,141,1,91
1666687034,GET,128,1,87
1666687046,GET,89,1,25
1665446846,GET,108,1,68
1666267061,GET,359,2,49
1665498006,GET,104,1,64
1666687126,GET,103,1,61
1665866363,GET,209,2,76
1665498165,GET,495,1,79
1665696162,GET,173,1,47
1666687219,GET,123,1,70
1666687228,SET,96,1,32
1666687228,GET,0,1,32
1666687249,SET,142,1,83
1666687249,GET,0,1,83
1665447990,GET,79,1,37
1665695395,GET,144,1,80
1665448243,GET,93,2,53
1665448282,GET,4607,2,101
1665448245,GET,64,1,23
1665561357,GET,180,1,89
1666468454,GET,173,1,46
1665448133,GET,205,1,60
1665448213,GET,395,1,111
1665448133,GET,205,1,60
1665751885,GET,92,1,52
1665502919,GET,14654,1,71
1665448920,GET,64,1,23
1666690294,GET,77,2,24
1665448920,GET,64,1,23
1665448920,GET,64,2,23
1665706747,GET,116,1,51
1665448922,GET,143,1,103
1666690650,GET,172,1,50
1665450776,GET,147,1,107
1666690709,GET,110,1,68
1665753212,GET,212,2,77
1665453150,GET,5080,1,101
1666268541,GET,112,2,72
1666690981,GET,109,1,69
1665450418,GET,113,1,54
1666691647,GET,86,1,46
1666272600,GET,97,2,27
1666691781,DELETE,0,1,81
1665453804,GET,0,1,39
1666691935,SET,156,1,62
1666691935,GET,0,1,62
1666691913,GET,4526,1,46
1665453520,GET,118,1,77
1665453520,GET,118,2,77
1666267788,SET,87,1,46
1666267788,GET,0,1,46
1665697597,SET,113,1,73
1665697597,GET,0,1,73
1665455518,GET,89,1,47
1665947658,GET,142,1,78
1665947658,GET,142,2,78
1665454129,GET,134,4,94
1665454125,GET,148,1,102
1666693181,SET,105,1,46
1666693181,GET,0,1,46
1666693101,GET,82195,1,67
1665510769,GET,423,1,53
1665456229,GET,97,1,27
1665510845,GET,102,1,44
1665456229,GET,97,1,27
1666693247,GET,107,1,67
1665510769,GET,423,1,53
1666693418,GET,121,1,68
1666693356,GET,131,1,91
1665456828,GET,98,1,58
1666693528,SET,168,1,74
1665756319,GET,112,1,61
1666536654,SET,115,1,38
1666536654,GET,0,1,38
1665454439,GET,121,1,80
1665456308,GET,108,1,68
1665456407,GET,420,8,66
1665456302,GET,91,1,51
1666694093,GET,69,1,27
1665456304,GET,102,1,62
1666694176,GET,104,1,64
1665456724,GET,1123,1,70
1665968943,GET,185,1,69
1666092023,GET,806,2,58
1666092023,SET,806,1,58
1666092023,GET,0,1,58
1665456606,GET,121,1,60
1666170649,GET,106,1,66
1666694739,SET,111,1,71
1666694739,GET,0,1,71
1666695180,SET,108,1,68
1666695180,GET,0,1,68
1665711312,GET,117,1,49
1665456541,GET,0,1,39
1666695252,GET,0,1,32
1665459377,GET,113,1,73
1666695326,GET,0,1,23
1666695345,GET,109,1,68
1665758912,GET,468,2,82
1665459383,GET,331,2,42
1665460993,GET,120,1,79
1665712163,SET,86,1,44
1665712163,GET,0,1,44
1666696429,SET,81,1,38
1666696429,GET,0,1,38
1666696460,GET,385,7,34
1666696497,GET,1609,4,40
1666696460,GET,321,19,34
1666696660,SET,107,1,67
1666696660,GET,0,1,67
1666696661,GET,82,2,40
1666456314,GET,123,1,82
1665458083,GET,113,1,72
1666696793,GET,0,1,48
1666696817,SET,82,1,40
1666696817,GET,0,1,40
1666696866,SET,88,1,23
1665520544,DELETE,0,1,38
1666696943,GET,168,1,74
1665462891,SET,84,1,42
1665462891,GET,0,1,42
1665581121,GET,110,1,53
1666697136,SET,93,1,53
1666697136,GET,0,1,53
1666697268,GET,0,1,38
1666697274,SET,8115,1,99
1666697274,GET,0,1,99
1666697325,GET,159,1,79
1666698570,SET,231,1,106
1666698570,GET,0,1,106
1666698680,GET,167,1,73
1666698680,GET,167,1,73
1665464616,SET,131,1,90
1665461435,DELETE,0,4,38
1666698786,SET,2315,1,120
1666698786,GET,0,1,120
1665518361,GET,110,1,57
1665462537,GET,125,1,85
1665518330,GET,128,1,24
1665464419,GET,747,1,39
1666699618,GET,171,1,77
1665583380,GET,131,1,91
1665522470,GET,0,1,24
1666699663,SET,90,1,25
1666699663,GET,0,1,25
1666699695,GET,180,1,105
1666699815,SET,157,1,63
1666699815,GET,0,1,63
1666524416,GET,125,1,85
1665462286,GET,0,1,39
1665462247,GET,98,1,57
1666699921,GET,83,1,33
1666701639,GET,180,2,65
1665527911,GET,108,1,68
1666701738,SET,92,1,52
1666701738,GET,0,1,52
1665584094,GET,112,1,23
1665466314,GET,161,2,79
1666701832,SET,129,1,50
1666701832,GET,0,1,50
1665471093,GET,65,2,23
1666703112,GET,149,1,105
1665479399,GET,106,1,66
1665479365,GET,99,2,59
1665588986,GET,73,3,28
1665721267,GET,129,1,88
1665475598,GET,751,1,39
1666527952,GET,67,1,25
1665530051,GET,597,1,76
1666704436,GET,0,1,61
1665530053,GET,112,1,23
1666704362,GET,106,1,66
1665718935,GET,3286,1,92
1665477406,GET,300,1,42
1665477353,GET,111,2,58
1665477406,GET,300,1,42
1665726328,GET,170,8,39
1665479745,GET,116,2,76
1665479651,GET,67,1,23
1666704698,GET,91,1,51
1665479561,GET,119,5,69
1666704743,SET,109,1,69
1666704743,GET,0,1,69
1665479651,GET,67,2,23
1665721951,GET,332,1,57
1666705054,SET,112,1,63
1666705054,GET,0,1,63
1665477619,GET,109,1,69
1665477633,GET,4000,1,70
1666705222,SET,202,1,98
1666705222,GET,0,1,98
1666705313,SET,157,1,63
1666705313,GET,0,1,63
1666705291,GET,862,1,80
1665531800,GET,395,1,64
1665852335,GET,0,1,78
1665896250,GET,751,1,101
1666705506,SET,110,1,33
1666705506,GET,0,1,33
1666705585,GET,72,1,31
1665477837,GET,0,2,39
1665531580,GET,0,1,39
1666705604,GET,1622,1,86
1665890529,GET,93,2,44
1665498122,GET,129,1,89
1666706974,DELETE,0,1,68
1665600762,GET,90,1,25
1666707026,GET,110,1,57
1665497371,GET,92,2,52
1665535882,DELETE,0,1,59
1665854405,GET,84,1,44
1665720766,GET,109,1,67
1666707253,SET,127,1,86
1666707253,GET,0,1,86
1665726014,GET,121,1,61
1665980359,GET,98,1,55
1666707291,DELETE,0,1,81
1665726014,GET,121,1,61
1665483643,GET,180,1,89
1666469664,SET,86,1,46
1666469664,GET,0,1,46
1665483270,GET,189,1,66
1666707554,GET,102,1,62
1666707583,SET,504,1,87
1666707583,GET,0,1,87
1665483378,GET,250,1,87
1665482536,GET,129,4,88
1666737063,GET,122,1,69
1665498544,GET,263,2,30
1666047035,GET,111,3,71
1665678590,GET,393,1,81
1666737157,SET,133,1,38
1666737157,GET,0,1,38
1665498310,GET,110,2,57
1666737175,GET,112,1,71
1665537321,GET,108,1,68
1666188966,GET,108,2,68
1665498331,GET,81,1,39
1665481281,GET,215,1,29
1665481279,GET,136,1,75
1665481279,GET,136,1,75
1666737261,GET,173,1,91
1665484008,GET,300,1,25
1666737735,SET,94,1,30
1666737735,GET,0,1,30
1666737775,SET,103,1,63
1666737775,GET,0,1,63
1665535852,SET,162,1,88
1665535852,GET,0,1,88
1666737830,SET,125,1,84
1666737830,GET,0,1,84
1665535815,GET,170,1,66
1665484236,GET,109,1,59
1665497810,GET,89,1,49
1666391298,GET,102,1,62
1666739844,SET,185,1,38
1666739844,GET,0,1,38
1666739861,SET,273,1,44
1666739861,GET,0,1,44
1666739957,GET,13388,1,83
1665499356,GET,0,1,39
1665481694,GET,237,2,30
1665535580,SET,109,1,68
1665535580,GET,0,1,68
1665600980,GET,111,1,58
1665897973,GET,131,1,90
1666740252,GET,122,1,69
1665501846,GET,0,2,39
1666741420,SET,110,1,38
1666741420,GET,0,1,38
1665501316,GET,739,1,74
1666741497,GET,91,1,26
1666741553,SET,103,1,60
1666741553,GET,0,1,60
1666111220,GET,1035,2,43
1666741669,SET,168,1,77
1666741669,GET,0,1,77
1665501427,GET,194,2,39
1665501435,GET,171,1,80
1665499149,GET,398,1,91
1665537983,SET,132,1,62
1665537983,GET,0,1,62
1665499201,GET,110,1,50
1666742050,GET,98,1,41
1665499150,GET,4892,1,100
1666742392,GET,158,1,46
1666742429,SET,149,1,105
1666742429,GET,0,1,105
1666742331,GET,570,8,34
1666742467,GET,110,1,57
1665525239,GET,184,1,93
1665917688,DELETE,0,1,44
1666742331,GET,570,10,34
1666742429,GET,149,1,105
1666742574,GET,1022,1,79
1665480523,GET,11897,2,82
1666742694,SET,103,1,60
1666742694,GET,0,1,60
1666742695,SET,161,1,69
1665502467,GET,120,1,80
1665503274,GET,303,3,70
1665503282,GET,0,3,23
1665503273,GET,111,1,58
1665503282,GET,0,3,23
1665503269,GET,5294,5,102
1666742997,GET,111,1,59
1666264761,GET,0,1,39
1665505002,GET,109,1,69
1666743071,GET,166,2,91
1666743145,SET,103,1,63
1666743145,GET,0,1,63
1665502984,GET,123,1,58
1665502958,GET,111,3,58
1665502959,GET,81,2,37
1665541269,GET,171,1,80
1665502959,GET,81,1,37
1666743316,GET,10660,2,71
1665649619,GET,0,1,39
1665505738,GET,131,1,90
1666743744,GET,103,1,61
1665545371,SET,98,1,56
1665545371,GET,0,1,56
1665504063,SET,131,1,90
1665504063,GET,0,1,90
1666743763,SET,114,1,38
1666743763,GET,0,1,38
1666743843,GET,149,3,108
1665506451,GET,0,1,25
1665504486,GET,100,2,56
1666052667,GET,112,3,23
1665504669,GET,100,1,59
1665547074,GET,2002,1,70
1666744546,GET,99,1,59
1665505161,GET,144,5,80
1666744584,GET,103,1,61
1666744593,SET,97,1,57
1666744593,GET,0,1,57
1666744546,GET,99,1,59
1666744661,GET,100,1,60
1666744662,GET,84,1,44
1665605721,GET,116,1,76
1666280900,GET,4057,1,101
1666744783,SET,110,1,70
1666744783,GET,0,1,70
1666744792,GET,93,1,28
1666744749,GET,97,6,27
1666744819,SET,169,2,71
1666744819,GET,0,1,71
1665508844,GET,180,1,89
1666745573,GET,0,1,23
1665508865,GET,5037,1,79
1665508865,GET,5037,1,79
1666745781,GET,132,2,91
1666745836,SET,157,1,63
1666745836,GET,0,1,63
1666611928,GET,0,1,23
1665508126,GET,117,3,67
1666746652,GET,133,1,93
1665508258,GET,5200,1,71
1665508145,GET,112,1,23
1665557191,GET,97,1,54
1666748943,GET,282,1,43
1666748909,GET,106,2,65
1665557191,GET,97,1,54
1665509067,GET,90,3,34
1666748909,GET,106,2,65
1666749008,GET,159,1,65
1665509226,GET,0,1,39
1665904860,GET,112,1,23
1665512598,GET,303,3,101
1665512646,GET,1680,4,62
1665512032,GET,111,6,60
1666751981,GET,187,1,78
1666113525,GET,96,1,56
1665684397,GET,211,1,77
1666752119,GET,783,1,82
1665991792,GET,97,1,57
1665511999,GET,2448,1,102
1666752293,SET,1849,1,53
1665517612,GET,185,1,76
1665517694,GET,238,1,63
1666752370,GET,82,1,40
1665684761,GET,120,4,79
1665512479,GET,109,1,56
1665512544,GET,106,1,66
1665513138,SET,184,1,93
1665513138,GET,0,1,93
1666195486,GET,503,2,67
1666752559,GET,107,2,67
1666752786,SET,103,1,60
1666752786,GET,0,1,60
1665518151,GET,496,1,92
1665518019,GET,161,1,39
1665518019,GET,161,1,39
1666753258,SET,93,1,53
1666753258,GET,0,1,53
1665983145,GET,31765,1,75
1665626861,GET,112,1,56
1666753734,GET,110,1,69
1665626638,GET,307,1,39
1665485267,SET,588,1,34
1665495263,GET,0,1,40
1665495259,GET,630,8,91
1666674181,SET,122,1,73
1666755365,SET,121,1,44
1666755365,GET,0,1,44
1665495263,GET,0,2,40
1666755380,SET,305,1,88
1666755380,GET,0,1,88
1666756169,SET,73,1,32
1666739049,GET,91,1,26
1665562829,GET,367,1,87
1665518630,GET,141,1,75
1665518676,GET,184,1,93
1666756168,GET,70,3,18
1665518630,GET,141,2,75
1665639059,GET,80,1,36
1666756836,GET,163,1,65
1665576040,GET,130,2,89
1666758772,SET,92,1,50
1665560034,GET,129,2,52
1666758772,GET,0,1,50
1666758951,GET,116,1,76
1666758951,GET,116,2,76
1665561803,GET,184,1,93
1666758951,GET,116,1,76
1666758951,GET,116,1,76
1665520206,GET,139,6,62
1666759930,GET,99,1,59
1665519269,SET,230,1,94
1665519269,GET,0,1,94
1666498399,GET,103,1,61
1665580340,GET,121,1,76
1666765887,GET,159,1,65
1665523647,GET,102,4,62
1665523660,GET,109,1,56
1666766050,SET,97,1,57
1666766050,GET,0,1,57
1665524356,GET,281,2,79
1666766353,SET,283,1,44
1666766353,GET,0,1,44
1666485447,GET,1105,2,68
1666766369,SET,173,4,67
1666766369,GET,0,1,67
1665524337,GET,1372,4,75
1666766369,SET,173,4,67
1666766369,GET,0,1,67
1666766427,GET,162,1,73
1665524337,GET,1372,3,75
1665524153,GET,65,2,23
1666572396,GET,169,1,78
1666572396,GET,169,1,78
1666572396,SET,169,1,78
1666572396,GET,169,2,78
1666572396,GET,169,1,78
1666766802,GET,0,1,39
1665448840,GET,0,1,40
1666766825,GET,170,1,86
1666766841,SET,136,1,95
1666766841,GET,0,1,95
1665526419,GET,109,1,69
1665526488,GET,180,1,89
1665690778,SET,65,1,23
1665690778,GET,0,1,23
1666746978,GET,853,2,69
1666390877,GET,0,2,23
1665526539,GET,175,2,23
1666767717,DELETE,0,1,69
1666788418,GET,107,1,67
1666230297,GET,130,1,89
1665532515,SET,99,1,59
1665532515,GET,0,1,59
1666788774,GET,85,1,20
1665530147,GET,160,6,76
1665526075,GET,134,2,58
1665526078,GET,158,1,98
1665526252,GET,0,1,39
1666061343,GET,81,1,39
1666789224,GET,393,1,88
1666789304,SET,79,1,29
1666789304,GET,79,1,29
1665795573,GET,277,1,58
1665529831,GET,1229,2,78
1665529818,GET,209,2,76
1665529831,GET,1229,3,78
1666790322,SET,112,1,71
1666790322,GET,0,1,71
1665526863,GET,158,1,79
1665526862,GET,136,5,52
1665536566,GET,158,3,79
1665536551,GET,161,3,79
1665536556,GET,153,10,80
1665535076,GET,116,4,76
1666393551,GET,104,1,35
1666393551,GET,104,1,35
1666393551,GET,104,2,35
1665535135,GET,116,1,23
1665532966,GET,180,1,89
1665589396,GET,1040,2,80
1665532936,GET,14059,5,82
1665532928,GET,129,2,88
1665531301,GET,100,18,60
1666792187,SET,1470,1,73
1666792187,GET,0,1,73
1666485838,GET,104,1,63
1666485838,GET,104,2,63
1665534182,GET,299,5,68
1666013507,GET,468,1,82
1666792857,GET,264,1,48
1665577066,GET,130,3,89
1665930440,GET,500,1,29
1665751251,GET,65,1,23
1665587203,GET,94,1,54
1666794508,GET,0,1,67
1666794484,GET,159,2,65
1666794545,GET,366,1,44
1666794484,GET,159,1,65
1665532536,GET,96,1,52
1666794796,SET,166,1,72
1666794796,GET,0,1,72
1665532536,GET,96,3,52
1666794780,DELETE,0,1,92
1666794780,DELETE,0,1,92
1666794738,GET,77,2,23
1666794719,GET,109,3,68
1665532542,GET,90,16,49
1665446304,GET,129,3,88
1665593991,GET,115,1,75
1665536759,GET,260,7,30
1666796081,SET,928,1,63
1666796081,GET,0,1,63
1665536769,GET,591,1,77
1665593975,GET,108,1,68
1666796141,GET,108,1,67
1665536351,GET,104,5,45
1666796170,SET,253,1,54
1666796170,GET,0,1,54
1666796208,GET,93,1,40
1665669696,GET,91,1,26
1666631029,GET,65,1,23
1666796170,GET,253,1,54
1666796265,GET,1199,4,56
1665537396,GET,68,1,24
1665534435,GET,110,1,57
1665534395,GET,180,3,89
1665534391,GET,252,8,16
1665534395,GET,180,3,89
1665534383,GET,0,1,39
1665534383,GET,0,1,39
1666796580,GET,167,1,73
1666577107,GET,0,1,39
1666797962,SET,331,1,100
1666797962,GET,0,1,100
1666797994,SET,278,1,67
1666797994,GET,0,1,67
1665451900,GET,105,3,65
1666798269,SET,158,1,118
1666798269,GET,0,1,118
1666798269,SET,158,1,118
1666798269,GET,0,1,118
1666798269,SET,158,1,118
1666798269,GET,0,1,118
1665670649,GET,110,1,69
1666801668,GET,0,1,24
1665670649,GET,110,1,69
1665538305,GET,102,5,47
1665538313,GET,170,4,79
1666801806,GET,123,1,49
1665519002,GET,1303,2,79
1666801853,SET,115,1,70
1666801853,GET,0,1,70
1666332195,GET,130,3,46
1666801806,GET,123,1,49
1665995705,SET,9439,1,83
1665995705,GET,0,1,83
1666801947,GET,390,1,92
1666801975,GET,210,1,68
1666801975,GET,210,1,68
1666417525,GET,124,1,84
1665538116,GET,92,1,52
1666574462,GET,113,1,68
1665538116,GET,92,3,52
1666804137,GET,112,1,45
1665538535,GET,129,2,88
1666804137,GET,112,1,45
1666804290,GET,112,1,23
1666805656,DELETE,0,1,59
1665878214,SET,117,1,77
1665878214,GET,0,1,77
1665542652,GET,74,2,32
1666805747,GET,168,3,43
1666805747,GET,168,3,43
1666805747,GET,168,4,43
1666805799,GET,100,1,44
1665540553,GET,119,3,69
1665540523,GET,0,3,39
1666807540,GET,0,1,77
1665540485,GET,82,1,40
1665539668,GET,152,2,79
1665539654,GET,256,3,93
1665602262,GET,1399,1,77
1666807788,GET,109,1,48
1666808484,GET,189,1,87
1666808484,GET,189,1,87
1666808484,GET,189,1,87
1666808601,SET,143,1,79
1666808601,GET,0,1,79
1666808623,SET,140,1,73
1666808623,GET,0,1,73
1666808484,GET,189,1,87
1666808484,GET,189,1,87
1665458937,GET,430,1,89
1666719427,GET,0,1,23
1666812480,SET,158,2,60
1665543619,GET,281,1,44
1666813031,GET,0,1,55
1665543794,GET,97,1,53
1665543058,GET,107,3,67
1665927140,GET,0,1,39
1665543050,GET,96,8,56
1665685241,GET,134,1,93
1666813161,SET,110,1,38
1666813161,GET,0,1,38
1666814306,SET,166,1,72
1666814306,GET,0,1,72
1666814306,SET,166,1,72
1666693038,SET,237,1,80
1666814306,GET,0,1,72
1665544737,GET,169,2,78
1665544741,GET,394,1,69
1665606800,SET,960,1,44
1665606800,GET,0,1,44
1665544585,GET,148,1,108
1666346632,GET,212,1,94
1665879482,SET,85,1,41
1665879482,GET,0,1,41
1665544659,GET,179,2,79
1666817546,GET,183,1,65
1666817617,SET,102,1,44
1666817617,GET,0,1,44
1666817668,SET,210,1,78
1665879482,GET,0,1,41
1665541802,GET,99,20,58
1665541802,GET,99,12,58
1666821123,GET,166,2,71
1665552937,GET,195,2,77
1666821123,GET,166,1,71
1665552935,GET,129,9,70
1665552921,GET,112,3,61
1665552941,GET,2385,21,85
1666822726,GET,112,1,23
1666822726,GET,112,1,23
1665542293,GET,134,1,62
1665715033,GET,1335,2,68
1666822842,GET,130,1,70
1665716879,GET,0,1,40
1666822933,SET,126,1,85
1666822933,GET,0,1,85
1666822953,GET,69,1,23
1666823062,GET,1874,1,86
1665548798,GET,113,8,73
1666823118,GET,83,1,41
1665548798,GET,113,7,73
1665544007,GET,286,1,71
1666825094,SET,110,1,38
1666825094,GET,0,1,38
1666825118,GET,253,1,26
1665556938,GET,167,1,67
1666825130,SET,89,1,47
1666825130,GET,0,1,47
1666825208,GET,0,1,66
1666825209,SET,118,1,60
1666825209,GET,0,1,60
1666019768,GET,0,1,39
1666825284,GET,159,1,65
1666721491,GET,397,5,72
1665825463,SET,182,1,112
1665825463,GET,154,1,112
1665825463,SET,182,1,112
1665825463,GET,182,2,112
1665549958,GET,106,1,55
1666828643,GET,115,1,55
1666828643,GET,115,1,55
1666828643,GET,115,1,55
1666828718,GET,0,1,64
1666828643,GET,115,1,55
1666828761,SET,129,1,50
1666828761,GET,0,1,50
1665997530,GET,430,1,78
1665543709,GET,109,10,69
1665825614,GET,114,1,74
1665543704,GET,305,3,76
1665543743,GET,598,1,77
1666833024,GET,132,2,91
1665486198,GET,111,1,58
1665547462,GET,288,1,71
1665827785,GET,120,1,79
1666833252,SET,4578,1,20
1666833252,GET,0,1,20
1666313747,GET,168,1,46
1665717651,GET,131,1,90
1666833294,SET,95,1,55
1666833294,GET,0,1,55
1666313747,GET,168,1,46
1665547424,GET,4340,19,101
1665545402,GET,207,12,79
1666098109,GET,0,1,23
1666833706,GET,105,1,65
1666098109,GET,0,1,23
1666347148,GET,70,1,29
1666833802,SET,83,1,41
1666833802,GET,0,1,41
1665545402,GET,207,10,79
1666101275,GET,105,1,55
1665543066,GET,305,1,59
1665543079,GET,174,1,90
1665543286,GET,98,2,58
1666834473,SET,114,1,73
1666834473,GET,0,1,73
1666584472,GET,116,1,76
1666837545,GET,58043,1,86
1666837589,GET,71,1,23
1666837618,SET,104,1,64
1666837618,GET,0,1,64
1665546216,GET,91,8,24
